Title, Artist, Genre, Verse1, Verse2, Verse3, Verse4, Verse5, Verse6, Verse7, Verse8, Chorus1, Chorus2, Chorus3, Chorus4, Chorus5, Chorus6, Chorus7, Chorus8
Haven't Met You Yet,Michael Buble,Jazz,D-,G-,E-,B-,A-,D-,G-,E-,A-,G-,A-,D-,G-,A-,B-,E-
s e a f o a m g r e e n,nelward,Jazz,,,,,,,,,,,,,,,,
Bounce House,Jacob Mann,Jazz,,,,,,,,,A,E,C#,G#,B,E,A,E
Little Sunflower,Freddie Hubbard,Jazz,D,D,D,D,D,D,D,D,,,,,,,,
Love and Marriage,Frank Sinatra,Jazz,,,,,,,,,B-,B-,F,F,B-,B-,E-,E-
Milenburg Joys,Jelly Roll Morton,Jazz,,,,,,,,,,,,,,,,
Elevator Bossa Nova,Bensound,Jazz,,,,,,,,,,,,,,,,
Nothing Owed,Bonobo,Jazz,,,,,,,,,,,,,,,,
School Of Funk,Dirtyloud,Jazz,,,,,,,,,,,,,,,,
Penn and Teller Bullshit - Main Theme,Gary Stockdale,Jazz,F,F,F,F,B-,B-,E,F,,,,,,,,
Closer,Lemaitre - feat Jennie A,Jazz,,,,,,,,,,,,,,,,
Respect,Aretha Franklin,Jazz,,,,,,,,,F,F,F,F,F,F,F,F
Come Back,aivi and surasshu,Jazz,G,D,D,E,D,C,B,C,C,B,A,A,E,D,C,B
Bones,Michael Kiwanuka,Jazz,,,,,,,,,B-,F,B-,E-,B-,,,
Metropole,Anomalie,Jazz,,,,,,,,,,,,,,,,
Fantasy,Aquarian Dream,Jazz,,,,,,,,,,,,,,,,
6 8,Gabriel Garzon-Montano,Jazz,,,,,,,,,A,B,D,C#,A,B,D,D
Nowhere - I Can Go - Clara Hill Meets Atjazz,Clara Hill,Jazz,,,,,,,,,,,,,,,,
Sing Sing Sing,Louis Prima,Jazz,,,,,,,,,C#,B,C#,B,C#,B,C#,B
Autumn Leaves - Les feuilles mortes,Joseph Kosma,Jazz,,,,,,,,,G,C,F,B-,E,A,D,D
Noctuary,Bonobo,Jazz,D,D,D,D,G,G,G,G,,,,,,,,
Gutenmorgenduft,dZihan and Kamien,Jazz,,,,,,,,,E#,F#,F#,F#,E#,C#,E#,C#
Blimp,Louis Cole,Jazz,F,F,F,F,B-,B-,D-,D-,,,,,,,,
Non Je ne regrette rien,Edith Piaf,Jazz,G,D,D,G,C,A,A,D,,,,,,,,
Spain,Chick Corea and Return to Forever,Jazz,E,F#,G,F#,E,A,D,C#,,,,,,,,
Candyman,Christina Aguilera,Jazz,,,,,,,,,E,B,A,B,B,B,B,
Chameleon,Herbie Hancock,Jazz,,,,,,,,,B-,E-,B-,E-,B-,E-,B-,E-
Hatsukoi,Kojima Mayumi,Jazz,,,,,,,,,,,,,,,,
Three Stars No Match,Naomi,Jazz,,,,,,,,,,,,,,,,
Binks No Sake,Kohei Tanaka,Jazz,,,,,,,,,,,,,,,,
Beatophone,Caravan Palace,Jazz,D-,C,F,A-,D-,C,F,A-,,,,,,,,
At the River,Groove Armada,Jazz,,,,,,,,,,,,,,,,
Love Like You - Steven Universe Credits Theme,Aivi Tran and Steven 'surasshu' Velema,Jazz,,,,,,,,,E-,F,G,F,G,B-,B-,B-
Home,Michael Buble,Jazz,G,D,E,D,C,D,G,D,,,,,,,,
Sultans of Swing,Dire Straits,Jazz,D,C,B-,A,A,D,C,B-,F,C,B-,D,B-,B-,B-,B-
Watermelon Man,Herbie Hancock,Jazz,,,,,,,,,F,B-,F,C,B-,C,B-,C
Anything Goes,Cole Porter,Jazz,,,,,,,,,B-,B-,B-,B-,B-,B-,A,A
Sandstorm,Jonah Wei-Haas,Jazz,,,,,,,,,E,A,G,D,E,E,E,A
Worry About You,Ivy,Jazz,F,B-,F,B-,F,B-,F,B-,,,,,,,,
El Toro,Bonobo,Jazz,,,,,,,,,F#,C#,A,D,C#,D,C#,F#
Let's Stay Inside,Ivy,Jazz,,,,,,,,,A,D,A,D,G#,G#,G#,A
Hard To Say Im Sorry,Chicago,Jazz,,,,,,,,,,,,,,,,
Summertime,George Gershwin,Jazz,,,,,,,,,E,A,E,A,E,A,E,A
It's Oh So Quiet,Betty Hutton,Jazz,E-,B-,E-,E-,B-,B-,B-,B-,B-,B-,B-,E-,A-,A-,E-,E-
The Gluten Free Mambo Tango Experience,andres,Jazz,F,E,A,D,G,C,F,B-,C,C,F,B,E,E,C,E
Black Gold,Esperanza Spalding,Jazz,,,,,,,,,F,C,B-,B-,E,F,C,B-
Angela - Theme From 'Taxi',Bob James,Jazz,,,,,,,,,,,,,,,,
Take A Bow,Madonna,Jazz,A-,E-,D-,D-,A-,B-,D-,A-,A-,A-,B-,B-,B-,E-,E-,A-
C Jam Blues,Duke Ellington,Jazz,C,F,C,G,C,,,,,,,,,,,
Floral Fury - Cuphead,Kristofer Maddigan,Jazz,,,,,,,,,E,D,A,D,E,D,A,D
Rockin' You Eternally,Leon Ware,Jazz,,,,,,,,,D#,A#,D#,E#,F#,D#,A#,D#
Peaches En Regalia,Frank Zappa,Jazz,B,A#,F#,F#,C#,D#,A#,F#,,,,,,,,
St Patrick's Day,John Mayer,Jazz,,,,,,,,,,,,,,,,
All I Need,Air,Jazz,,,,,,,,,G,C,E,G,C,E,G,C
Gay Spirits,David Rose,Jazz,,,,,,,,,E,G,D,A,E,E,A,C
Padam Padam,Edith Piaf,Jazz,,,,,,,,,B-,B-,B-,B-,B-,B-,F,F
A Cheerful Bandit,Go Shiina,Jazz,,,,,,,,,D,G,G,F,E,A,D,G
Flowers and Balloons,Bent Van Looy,Jazz,G,E-,E-,C,G,E-,E-,C,G,B-,F,F,F,G,B-,F
Fichtl's Lied,Die Woodys,Jazz,,,,,,,,,,,,,,,,
Morning Broadway,Keith Mansfield,Jazz,F,A,G,D,E,F,A,G,,,,,,,,
Butterscotch Drops of Lime,Kulor,Jazz,,,,,,,,,G,F,E,A,D,A,F,A
Nancy Sinatra,Bang Bang My Baby Shot Me Down,Jazz,,,,,,,,,,,,,,,,
The Sims 2 - Seasons Theme,Mark Mothersbaugh,Jazz,D,F#,G,A,A,D,F#,G,,,,,,,,
Rodney Yates,David Holmes,Jazz,,,,,,,,,,,,,,,,
The Force,Lettuce,Jazz,B,C#,G#,E,F#,C#,B,C#,,,,,,,,
Headlines,Drake,Jazz,,,,,,,,,,,,,,,,
Odyssee,Anomalie,Jazz,C#,D,E,E,F#,C#,D,E,,,,,,,,
So What,Miles Davis,Jazz,E,D,E,D,E,D,E,D,,,,,,,,
Best Night,Justice Crew,Jazz,,,,,,,,,A-,E-,C,B-,A-,E-,C,B-
Look Inside,4hero and Face,Jazz,,,,,,,,,F#,G#,E#,C#,C#,F#,G#,E#
Hay Burner,Count Basie,Jazz,,,,,,,,,F,A,B-,G,C,D,A,E
Madly -Michidolog-,PSY,Alt-Country,,,,,,,,,,,,,,,,
Boombox,The Lonely Island,Alt-Country,,,,,,,,,F,B-,E-,A-,E-,F,B-,E-
Million Reasons,Lady Gaga,Alt-Country,C,A,F,G,C,A,F,G,F,C,A,G,F,C,A,G
Panda,Desiigner,Alt-Country,,,,,,,,,D#,E#,A#,D#,E#,A#,D#,E#
Whiskey Lullaby,Brad Paisley and Alison Krauss,Alt-Country,,,,,,,,,D,A,B,G,D,A,B,G
Capsized,You Plus Me,Alt-Country,E,B,E,B,G,F#,E,B,,,,,,,,
Safe and Sound,Taylor Swift,Alt-Country,A,E,C,G,A,E,C,G,,,,,,,,
Before He Cheats,Carrie Underwood,Alt-Country,F#,E,D,C#,F#,E,D,C#,D,F#,D,F#,D,F#,C#,D
Heart Is A Drum,Beck,Alt-Country,,,,,,,,,,,,,,,,
Morning,Beck,Alt-Country,,,,,,,,,,,,,,,,
Radioactive,Imagine Dragons,Alt-Country,,,,,,,,,B,D#,A#,E,B,D#,A#,E
You Hid,Toro y Moi,Alt-Country,,,,,,,,,,,,,,,,
Circles,Audien feat Ruby Prophet,Alt-Country,,,,,,,,,,,,,,,,
Walking On The Moon,The Police,Alt-Country,,,,,,,,,B-,B-,B-,B-,F,F,F,F
Copperhead Road,Steve Earle,Alt-Country,,,,,,,,,,,,,,,,
Ready To Run,Dixie Chicks,Alt-Country,,,,,,,,,B,C,D,B,C,D,C,C
Milliontown,Frost,Alt-Country,D,B,D,B,D,B,D,B,F#,D#,B,F#,D#,B,D#,D#
Absolutely,Nine Days,Alt-Country,,,,,,,,,C,G,D,D,B,C,D,G
Bright,Echosmith,Alt-Country,F#,F#,C#,D#,D#,B,C#,F#,B,F#,D#,C#,B,F#,D#,C#
Malibu,Miley Cyrus,Alt-Country,A-,D-,A-,D-,C,D-,C,D-,,,,,,,,
Come On Get Higher,Matt Nathanson,Alt-Country,,,,,,,,,D,A,D,A,D,A,F#,E
My Heart Will Go On,Celine Dion,Alt-Country,E-,B-,A-,E-,B-,E-,B-,A-,C,B-,A-,B-,C,B-,A-,B-
Ka Nohona Pili Kai,Keali'i Reichel,Alt-Country,F#,F#,B,F#,B,F#,B,C#,F#,A#,D#,A#,B,F#,C#,C#
Play It Again,Luke Bryan,Alt-Country,,,,,,,,,E,B,F#,G#,F#,E,B,F#
How To Save A Life,The Fray,Alt-Country,,,,,,,,,E-,F,G,B-,E-,F,G,B-
How's It Going To Be,Third Eye Blind,Alt-Country,F,F,C,B-,B-,F,F,C,,,,,,,,
Buffalo Soldier,Bob Marley,Alt-Country,C,C,A,A,C,C,A,A,,,,,,,,
Help Me,Alkaline Trio,Alt-Country,,,,,,,,,,,,,,,,
Amsterdam,Coldplay,Alt-Country,E-,B-,F,F,A-,E-,B-,F,B-,A-,E-,B-,B-,A-,E-,B-
For Good,Kristin Chenoweth and Idina Menzel,Alt-Country,D-,G-,E-,D-,G-,E-,D-,G-,,,,,,,,
679,Fetty Wap,Alt-Country,,,,,,,,,G,F#,B,D,G,F#,B,G
This Side Of The Blue,Joanna Newsom,Alt-Country,D,D,D,D,D,D,G,A,,,,,,,,
I Took A Pill In Ibiza - SeeB Remix,Mike Posner,Alt-Country,,,,,,,,,G,F,E-,B-,F,G,F,E-
Me And My Sister The Moon,Rex Preston and Miranda Sykes,Alt-Country,B,B,F#,F#,B,E,B,F#,,,,,,,,
Take Me To Church,Hozier,Alt-Country,E,A,E,A,G,A,E,A,G,B,B,B,E,B,G,A
All Along The Watchtower,Jimi Hendrix,Alt-Country,C#,B,A,B,C#,B,A,B,,,,,,,,
Take Us Back,Alela Diane,Alt-Country,G,D,A,G,G,D,A,G,,,,,,,,
All Torn Down,The Living End,Alt-Country,C#,C#,C#,C#,C#,C#,C#,C#,A,B,E,A,B,E,A,B
We Are Never Ever Getting Back Together,Taylor Swift,Alt-Country,C,G,G,D,E,D,C,G,C,G,D,E,D,C,G,D
I Wanna Be Where You Are,Jackson 5,Alt-Country,B,E,G,C#,D,B,E,G,F#,B,E,A,F#,B,E,A
Don't stop the music,Rihanna,Alt-Country,D,F#,,,,,,,,,,,,,,
Don't Stop Believing,Journey,Alt-Country,E,B,C#,A,E,B,G#,A,,,,,,,,
Hurt,Johnny Cash,Alt-Country,,,,,,,,,A,F,C,G,A,F,C,G
The Nights,Avicii,Alt-Country,D#,D#,C#,D#,D#,D#,C#,D#,B,F#,C#,D#,C#,B,F#,C#
Fichtl's Lied,Die Woodys,Alt-Country,,,,,,,,,,,,,,,,
While My Guitar Gently Weeps,The Beatles,Alt-Country,A,A,D,F,A,G,D,E,A,C#,C#,F#,C#,C#,B,B
Goodbye Earl,Dixie Chicks,Alt-Country,C,F,C,G,C,F,C,G,C,F,C,G,F,C,F,C
Diamond Heart,Lady Gaga,Alt-Country,D#,C#,A#,D#,C#,A#,D#,C#,B,B,D#,C#,C#,C#,C#,C#
Nuclear,Mike Oldfield,Alt-Country,B-,F,B-,F,B-,F,D-,C,,,,,,,,
Love Me Like You Do,Ellie Goulding,Alt-Country,A-,C,F,F,D-,E-,F,F,A-,C,F,D-,B-,F,E-,E-
The Road And The Radio,Kenny Chesney,Alt-Country,C,C,F,G,C,C,F,G,,,,,,,,
Good Time,Owl City featuring Carly Rae Jepsen,Alt-Country,A-,E-,B-,C,A-,E-,B-,C,,,,,,,,
John Wayne,Lady Gaga,Alt-Country,B,A#,B,A#,E,E,D#,A#,B,A#,B,A#,E,D#,A#,B
FRIED NOODLES,Pink Guy,Alt-Country,,,,,,,,,G,A,C,G,G,A,C,G
Self Control,Laura Branigan,Alt-Country,,,,,,,,,F#,C#,F#,E,E,B,D,A
Beautiful People,Chris Brown,Alt-Country,D-,E-,E-,E-,E-,E-,E-,E-,,,,,,,,
Lay Down Sally,Eric Clapton,Alt-Country,,,,,,,,,,,,,,,,
Take Me Away,4 Strings,Dance,,,,,,,,,,,,,,,,
Fallin',Alicia Keys,Dance,,,,,,,,,B,E,B,E,B,E,B,E
Shooting Stars,Bag Raiders,Dance,,,,,,,,,G#,D#,E,E,F#,G#,D#,E
Boom Clap,Charli XCX,Dance,A,B,E,C#,A,B,E,C#,A,B,E,C#,A,B,E,C#
All You Need Is Love,Avicii - Ezon remix ,Dance,,,,,,,,,F#,C#,D#,B,F#,C#,D#,B
Odyssey - Au5 Remix,Akria Complex,Dance,,,,,,,,,A-,F,C,A-,F,C,,
Faxing Berlin,deadmau5,Dance,,,,,,,,,G,F,B-,G,F,B-,B-,
3,Britney Spears,Dance,,,,,,,,,F,F,F,F,F,F,E-,B-
Pompeii,Bastille,Dance,D,A,F#,E,E,D,A,F#,D,A,F#,E,D,A,F#,E
Knowing Me Knowing You,ABBA,Dance,D,E,E,B,B,F#,F#,D,B,G,A,A,D,G,A,A
Extraordinary,Clean Bandit,Dance,,,,,,,,,A-,E-,C,B-,B-,A-,E-,C
Coming Home,Armin Van Buuren,Dance,,,,,,,,,,,,,,,,
I Just Died In Your Arms,Cutting Crew,Dance,B,G,A,F#,B,G,A,F#,,,,,,,,
Beautiful Life,Armin van Buuren,Dance,F,A,B-,C,A,C,B-,C,F,A,B-,C,A,C,B-,C
I Remember,Deadmau5,Dance,,,,,,,,,,,,,,,,
I can walk on water,Basshunter,Dance,F#,C#,A,E,F#,C#,A,E,,,,,,,,
Weekend Heroes - Bauer and Lanford Remix,Adrian Lux,Dance,,,,,,,,,G,B,D,A,G,B,D,E
Lucid,AandG,Dance,,,,,,,,,B-,G,D,D,B-,G,D,D
Ain't No Sunshine,Bill Withers,Dance,,,,,,,,,A,E,G,A,G,A,E,G
The Rain,Calvin Harris,Dance,,,,,,,,,D#,B,G#,D#,,,,
Baby I'm Yours,Breakbot feat Irfane,Dance,,,,,,,,,,,,,,,,
Slide ft Frank Ocean and Migos,Calvin Harris,Dance,,,,,,,,,,,,,,,,
Genie in a Bottle,Christina Aguilera,Dance,F,E-,D-,F,E-,D-,F,E-,F,E-,D-,C,F,E-,D-,C
Treasure,Bruno Mars,Dance,B-,B-,B-,B-,B-,A-,A-,G,A-,A-,G,F,F,A-,G,G
Crazy,Aerosmith,Dance,,,,,,,,,A,F#,D,D,A,F#,D,E
Believe,Cher,Dance,,,,,,,,,F#,C#,G#,B,F#,C#,G#,B
AN ANGEL'S LOVE,Alex MORPH,Dance,,,,,,,,,,,,,,,,
Try Again,Aaliyah,Dance,,,,,,,,,G#,C#,C#,G#,G#,C#,C#,G#
Into You,Ariana Grande,Dance,F#,F#,E,A,A,B,D,D,F#,E,A,B,D,E,,
Someone Like You,Adele,Dance,D,A,C#,F#,D,A,C#,F#,A,E,F#,D,A,E,F#,D
On My Way,Axwell and Ingrosso,Dance,,,,,,,,,,,,,,,,
How Deep Is Your Love,Calvin Harris and Disciples,Dance,,,,,,,,,E,C,A,E,C,A,,
What A Girl Wants,Christina Aguilera,Dance,,,,,,,,,D,C,C,G,F,F,F,C
More More More,Andrea True Connection,Dance,,,,,,,,,C,G,A,G,F,C,G,A
Hindsight,Audien,Dance,G,B-,A-,E-,G,B-,A-,E-,,,,,,,,
Coffe,Dead,Dance,,,,,,,,,G,C,E-,G,F,E-,G,C
Hey Brother,Avicii,Dance,,,,,,,,,G,E-,B-,B-,D,G,E-,B-
Baby When The Light,David Guetta,Dance,,,,,,,,,E-,C,G,E-,C,G,,
Super Natural ft Carly Rae Jepsen,Danny L Harle,Dance,,,,,,,,,E-,E-,G,A-,E-,E-,G,A-
Gravity Falls Title Theme,Brad Breek,Dance,,,,,,,,,,,,,,,,
Man on the Run,Dash Berlin,Dance,,,,,,,,,A,B,C#,C#,B,A,B,C#
3AM ft MO,Charli XCX,Dance,,,,,,,,,C,C,C,C,D,D,E,E
Femmebot ft Dorian Electra and Mykki Blanco,Charli XCX,Dance,,,,,,,,,A,A,B,B,F#,G,G,A
Better off Alone,Alice Deejay,Dance,E,D#,G#,F#,E,D#,G#,F#,E,D#,G#,F#,E,D#,G#,F#
GRiDGALAXY,aran,Dance,,,,,,,,,G,B,E,G,F#,B,E,F#
Daddy Cool,Boney M,Dance,,,,,,,,,F,E,C,F,F,E,C,F
I Heard A Rumour,Bananarama,Dance,,,,,,,,,,,,,,,,
Whataya Want from Me,Adam Lambert,Dance,B,A,D,G,D,G,B,A,G,A,B,D,G,A,B,D
A Long December,Counting Crows,Dance,B-,F,C,G,B-,F,B-,G,,,,,,,,
Cool Feat Roy English,Alesso,Dance,,,,,,,,,,,,,,,,
Heaven,Avicii,Dance,,,,,,,,,A,D,B,B,A,A,A,A
Broken Flowers,Danny L Harle,Dance,,,,,,,,,A,E,F,C,G,D,F,C
The Veldt,deadmau5,Dance,,,,,,,,,,,,,,,,
Boy Problems,Carly Rae Jepsen,Dance,,,,,,,,,B-,G,D,D,C,A,B-,G
Prelude,4Frame,Dance,,,,,,,,,F,E-,D-,C,A-,A-,E-,F
X You,Avicii,Dance,,,,,,,,,,,,,,,,
Till The World Ends,Britney Spears,Dance,C,E-,A-,A-,C,E-,A-,A-,C,E-,A-,C,E-,A-,,
Strong,Arno Cost,Dance,,,,,,,,,F,C,B-,D-,D-,E-,,
Keeps Gettin' Better,Christina Aguilera,Dance,,,,,,,,,F,A-,G,E-,F,A-,G,E-
Rolling In The Deep,Adele,Dance,,,,,,,,,C,B-,A-,A-,B-,C,B-,A-
I Rave You,Basto,Dance,G#,B#,D#,D#,G#,B#,D#,D#,,,,,,,,
Odyssey Of Emotions,Captain Hollywood Project,Dance,,,,,,,,,,,,,,,,
Fade Into Darkness,Avicii,Dance,,,,,,,,,D#,C#,B,B,G#,F#,B,C#
Ring My Bell,Anita Ward,Dance,,,,,,,,,C,F,C,F,C,F,C,G
Heart Of Glass,Blondie,Dance,E,E,C#,E,E,E,C#,E,A,F#,E,E,A,F#,E,E
Sea Of Love -Remix-,Daze,Dance,,,,,,,,,G#,E,B,F#,G#,E,B,F#
Running in the 90's,Billy More,Dance,F,G,A,D,E,A,F,G,,,,,,,,
Heart And Soul,Built By Titan,Dance,,,,,,,,,,,,,,,,
Love is Gone,David Guetta,Dance,E,E,E,B,B,A,A,C,,,,,,,,
Alone With You,deadmau5,Dance,,,,,,,,,G#,G#,G#,F#,G#,G#,G#,F#
U Got 2 Let The Music,Capella,Dance,,,,,,,,,,,,,,,,
That's What I Like,Bruno Mars,Dance,,,,,,,,,,,,,,,,
I Didn't Just Come Here To Dance,Carly Rae Jepsen,Dance,,,,,,,,,,,,,,,,
I'm A Slave 4 U,Britney Spears,Dance,,,,,,,,,C,C,C,C,C,C,C,A-
The Spark,Afrojack,Dance,,,,,,,,,G#,E,B,F#,,,,
Money Money Money,ABBA,Dance,A,A,E,E,A,A,E,E,A,E,B,E,A,A,E,B
You Shook Me All Night Long,ACDC,Dance,,,,,,,,,G,C,G,D,C,G,G,C
Pray to God,Calvin Harris feat HAIM,Dance,,,,,,,,,E-,E-,E-,E-,C,C,C,C
War- FOOL and Didrick Remix,Astronaut and Far Too Loud,Dance,,,,,,,,,,,,,,,,
Get Lucky,Daft Punk,Dance,E,B,D#,F#,E,B,D#,F#,,,,,,,,
Feels,Calvin Harris,Dance,,,,,,,,,E,A,G#,F#,B,E,A,G#
Forever,Chris Brown,Dance,,,,,,,,,E,B,F#,C#,E,B,F#,C#
Cry Just a Little,Bingo Players,Dance,,,,,,,,,D,E,C,D,A,B,C,D
When Love Takes Over ft Kelly Rowland,David Guetta,Dance,,,,,,,,,F#,F#,F#,C#,G#,F#,F#,F#
In And Out Of Love,Armin van Buuren Sharon,Dance,,,,,,,,,,,,,,,,
The Nights,Avicii,Dance,D#,D#,C#,D#,D#,D#,C#,D#,B,F#,C#,D#,C#,B,F#,C#
Here And Now,Cash Cash,Dance,,,,,,,,,,,,,,,,
Come On Over Baby,Christina Aguilera,Dance,,,,,,,,,A-,A-,E-,E-,A-,B-,E-,E-
Sweet Nothing,Calvin Harris,Dance,E,B,G#,F#,E,B,G#,F#,E,B,G#,F#,E,B,G#,F#
Mobo 2012,Andreas Schuller,Dance,,,,,,,,,C#,B,E,A,G#,C#,B,E
Mean What I Mean ft Leikeli47 and Dreezy,AlunaGeorge,Dance,,,,,,,,,,,,,,,,
Dirrty,Christina Aguilera,Dance,,,,,,,,,G,G,G,G,G,G,G,G
1999,Binary Finary,Dance,,,,,,,,,B,B,C#,D#,D#,B,E,F#
The Cave - Original Mix,D-Nox and Beckers,Dance,B,D,E,C#,D,B,A,C#,,,,,,,,
Night Fever,Bee Gees,Dance,,,,,,,,,,,,,,,,
Find Our Way ft Crystal Castagnazzi,Austin Cassidy,Dance,,,,,,,,,,,,,,,,
Ready For The Weekend,Calvin Harris,Dance,,,,,,,,,,,,,,,,
This Is What You Came For ft Rihanna,Calvin Harris,Dance,A,F,G,C,A,F,G,C,F,F,F,F,F,F,F,F
Call My Name,Cheryl Cole,Dance,,,,,,,,,A-,C,E-,A-,C,E-,A-,C
I'm Gonna Get You,Bizarre Inc,Dance,F,C,F,C,F,C,F,C,F,F,C,C,C,F,F,C
Canon 1 a 2,Johann Sebastian Bach,Classical,,,,,,,,,,,,,,,,
Le festin d'Esope,Charles-Valentin Alkan,Classical,,,,,,,,,E,B,E,E,E,A,B,B
Symphony No 9 in D minor - 4th Movement,Ludwig Van Beethoven,Classical,,,,,,,,,D,D,D,D,D,A,D,B
Song of the Caged Bird,Lindsey Stirling,Classical,F#,D,B,A,F#,D,B,A,F#,D,A,F#,A,F#,D,A
Piano Sonata No 17 ''Tempest'' - 3rd Movement,Ludwig Van Beethoven,Classical,,,,,,,,,,,,,,,,
Mazurka Op 63 No 3,Frederic Chopin,Classical,,,,,,,,,,,,,,,,
Ave Maria,Franz Schubert,Classical,B-,A,E-,F,G,C,F,B-,F,F,B-,F,G,F,F,C
Joyful Joyful We Adore Thee,Beethoven,Classical,F,A,C,F,C,F,E,F,,,,,,,,
Moon Trance,Lindsey Stirling,Classical,,,,,,,,,E,E,E,C,D,E,E,E
A Moment In The Life Of Me,Dax Johnson,Classical,A,F,G,E,A,F,C,G,,,,,,,,
Grand Vals - Nokia Ringtone,Francisco Tarrega,Classical,A,F#,F#,A,A,A,B,B,,,,,,,,
BWV 847 - Prelude No 2 in C Minor,Johann Sebastian Bach,Classical,C,F,D,C,A-,G,G,G,,,,,,,,
Kimigayo,Hiromori Hayashi,Classical,C#,C#,F#,C#,F#,A,G,D,,,,,,,,
Autumn Breeze - Theme to General Hospital,Jack Urbont,Classical,G,G,D,D,G,G,C,C,,,,,,,,
Soviet March,James Hannigan,Classical,D,C,F,A,D,G,F,G,,,,,,,,
Motherfucker Redeemer,Godspeed You Black Emperor,Classical,,,,,,,,,B-,A-,G-,F,E-,D-,C,B-
Libertango,Astor Piazzolla,Classical,,,,,,,,,A,B,A,A,C,B,B,E
Symphony No 4 in E minor - I Allegro non troppo,Johannes Brahms,Classical,E,A,F#,E,C,G,D,A,,,,,,,,
White Winter Hymnal,Fleet Foxes,Classical,E,F#,F#,F#,F#,A,A,B,E,A,E,,,,,
BWV 894 - Prelude in A minor,Johann Sebastian Bach,Classical,A,E,A,A,A,E,A,A,,,,,,,,
Octavia,Marcus Werner,Classical,D,A,B-,F,D,A,B-,C,D,A,B-,F,D,A,B-,C
New Horizons,Jorn Van Deynhoven,Classical,F,C,D-,F,B-,C,F,C,,,,,,,,
Heist,Lindsey Stirling,Classical,D,G,A,B-,C,D,B-,G,B-,G,D,C,B-,G,D,C
BWV 227 Jesu Meine Freude - 1st Movement,Johann Sebastian Bach,Classical,D#,A#,G#,B,E#,A#,D#,D#,,,,,,,,
The Colour Of Spring,Mark Hollis,Classical,,,,,,,,,,,,,,,,
The Four Seasons Concerto No 1 Spring,Antonio Vivaldi,Classical,,,,,,,,,,,,,,,,
Ave Maria Sulla Scala Enigmatica,Giuseppe Verdi,Classical,,,,,,,,,,,,,,,,
Toccata and Fugue in D Minor,Johann Sebastian Bach,Classical,,,,,,,,,,,,,,,,
Piano Sonata No 8 ''Pathetique'' - 1st Movement,Ludwig Van Beethoven,Classical,,,,,,,,,,,,,,,,
Piano Sonata No 14 ''Moonlight'' 1st Movement,Ludwig Van Beethoven,Classical,E,E,B,C,E,D,B,B,,,,,,,,
Shatter Me,Lindsey Stirling ft Lzzy Hale,Classical,,,,,,,,,,,,,,,,
Symphony No 8 in B minor 'Unfinished' - I Allegro ,Franz Schubert,Classical,B,B,B,B,C#,B,E,F#,,,,,,,,
Beyond The Veil,Lindsey Stirling,Classical,,,,,,,,,,,,,,,,
Habanera,Georges Bizet,Classical,D,D,D,D,D,D,D,D,,,,,,,,
Romance,GoAnimate,Classical,E,C#,C#,B,A,C#,B,A,,,,,,,,
What If,Emilie Autumn,Classical,,,,,,,,,E,B,C#,A,E,B,C#,A
Stay,Kygo ft Maty Noyes,Classical,,,,,,,,,,,,,,,,
C sharp minor Waltz Op 64 no 2,Chopin,Classical,G#,C#,G#,A,F#,C#,G#,C#,,,,,,,,
Dreamworks logo,John Williams,Classical,,,,,,,,,,,,,,,,
Finlandia,Jean Sibelius,Classical,,,,,,,,,,,,,,,,
Nocturne in Eb,Frederic Chopin,Classical,B-,B-,F,F,E-,A,E-,E-,,,,,,,,
Duel Of The Fates,John Williams,Classical,,,,,,,,,,,,,,,,
The Four Seasons Concerto No 4 Winter,Antonio Vivaldi,Classical,,,,,,,,,,,,,,,,
Rage Over a Lost Penny,Ludwig van Beethoven,Classical,E,E,B,B,E,E,B,B,E,E,B,E,B,C#,B,A
The Death of Aase,Edvard Grieg,Classical,G,G,D,G,G,D,G,G,,,,,,,,
In The Hall Of The Mountain King,Edvard Grieg,Classical,,,,,,,,,,,,,,,,
Sonata No 8 - Pathetique - 2nd Movement,Beethoven,Classical,A-,E-,A-,E-,A-,E-,F,E-,,,,,,,,
Piano Sonata No 8 ''Pathetique'' - 3rd Movement,Ludwig Van Beethoven,Classical,C,C,C,C,G,A-,G,D,,,,,,,,
Verklarte Nacht - Sehr Breit Und Langsam,Arnold Schoenberg,Classical,,,,,,,,,F#,D#,G#,F#,C#,D#,D#,E#
Symphony No 5,Ludwig Van Beethoven,Classical,,,,,,,,,E-,B-,D,E-,E-,B-,D,E-
God Save the Queen,Henry Carey,Classical,B-,G,C,F,F,F,B-,G,,,,,,,,
Air on the G String,Johann Sebastian Bach,Classical,D,D,B,B,G,A,A,A,,,,,,,,
Symphony for Organ No 5 - Toccata,Charles-Marie Widor,Classical,,,,,,,,,,,,,,,,
Organ Symphony No 3 Op 78 - If I Had Words,Camille Saint-Saens,Classical,,,,,,,,,C,G,C,A,G,C,F,C
Violin Concerto in D minor BWV 1052R,Johann Sebastian Bach,Classical,,,,,,,,,,,,,,,,
Jupiter from The Planets,Gustav Holst,Classical,,,,,,,,,G,F,G,D,G,F,G,D
The Random And The Purpose,Dax Johnson,Classical,,,,,,,,,D,F,C,B-,D,F,C,B-
Concerning Hobbits,Howard Shore,Classical,D,D,D,A,B,G,A,D,,,,,,,,
